"Маленькая( но вместительная) , аккуратная, на лето. Жаль не поместится лист А4 ну да ладно, я всё равно хотела и маленькую сумочку, значит сейчас ищу большую, (не надо было думать что она побольше,хаха) 
Спасибо за товар ❤"
"Дранка, а не сумка!!!Не советую!!!"
"Впервые покупаю так в слепую сумку. Покупкой очень довольна. Сумка большая, вместительная, приятная ткань, швы ровные, без брака. Единственное не приятный запах но это ерунда. Сумку можно стирать при желании. Не люблю носить пакеты и огромные сумки. В эту сумку влезло все 🥰🥰спасибо"
Сумка топ ну очень удобная и вместительная даже тетради помещаются все!!!
"Симпатичный, миниатюрный шопер, хорошего качества. Аккуратно прошит. Расцветка шикарная
Рекомендую"
"Мне понравилась, единственный минус, на мой взгляд, это то, что нет жёсткого подклада на дне сумки, оно немного провисает 
В целом за свои деньги вообще идеально"
Отличный шопер. Вместо бирки преклеила розочку. Мне нравится. И подкладка Не шуршит
"Шопер класный, большой! Прошить всё равно, хорошо! К покупке рекомендую 👍"
"Классная сумочка. Пользуюсь уже больше 5 месяцев, как новая, немного вылезли нитки, но я их убрала ножницами, не критично для меня. Компактная , но вместительная и удобная. Советую к покупке, берите не пожалеете. Спасибо продавцу за товар!"
"Если вы думаете что она маленькая,вы глубоко ошибаетесь.Как студентка медицинского,могу сказать что и сменка,и халат,и тетрадки влезли.100% рекомендую👍"
"Сумка топ!! Хорошего материала, вместительная, есть 2 отсека, на кнопке закрывается. Принципе я довольна 😋. 10/10!!"
"Превосходная миниатюрная вельветовая сумочка за 450р., отлично сшита, все строчки швов ровные, никаких торчащих ниток, магнитная застёжка работает на ура, хорошие удобные качественные ручки и большая через плечо. Спасибо командам продавца, доставки и выдачи товара за слаженную работу 🤝 Отличный товар, рекомендую к приобретению 👍"
"Сумкой довольна. Она очень удобная и красивая. Давно хотела.  Немного расстроена из-за оставления мусора на одежде, говорю про черные мелкие катышки . Но за такую цену сумка очень хорошая🫶🏻"
"Очень классная и крепкая сумка. Жаль,что доп отделение без клепочки. Было бы вообще супер!"
"Так то сумка хоршая, только вот на пункте выдачи невнимательно посмотела и дома обнаружила, что замок как-то странно перекручен и не закрывается из-за этого(("
"красивая, аккуратная и ООООЧЕНЬ вместительная. супер!"
"Сумка 🔥🔥 заказывала в школу ,размер соответствует, очень вместительная качество супер ,за такую маленькую цену такая редкая и хорошая находка , рекомендую всем"
"Удобная, вместительная. Если бы застегивалась на замок вообще супер было бы"
"Сумку купила в подарок на 8.03, подарок очень понравился, но позднее увидили брак, внутри с одной стороны не прошит вообще подклад, как быть?"
"сумочка чудо, удобная, ремешок идеально подходит, приятная на ощупь, нитки не торчат, спасибо большое ❤️"
"Сумка классная, очень удобная, хорошо прошита, удобные ручки. Рекомендую к покупке"
Классная сумочка.
Крутая... Заказала сестре на нг и самой понравилась! Конечно немного маленькая но а так хорошо
"Очень понравилась сумка. Качественная,но тонкая. 1 карман снаружи. Все влезло и все супер 💗
inst : r.darrcy"
"Эта сумочка 10 из 10!!! Я рада, что выбрала именно эту, очень хорошо с ней ходить на учебу. Подходит под любой образ!"
"Сумка замечательная, в ней живет кот батон"
"Как на картинке отличная сумка мне всё нравится цена приемлемая брала за 396₽ советую к покупке в колледж, на прогулку самое то"
"Классная, маленькая, но вместительная, миленькая. Внутри шуршащая подкладка, так что, если снаружи сумка немного намокнет, внутри будет нормально. Есть кармашек спереди. Ремешок регулируется. Клёпка не на дешманском клее, выглядит надежной."
"Очень хорошая сумка, швы ровные, всё аккуратно сделано. Не любитель больших сумок, поэтому эта зашла на ура! Помещаются доки, ключи, кошелёк, ридер, ежедневник и можно ещё пару апельсинов засунуть) Спасибо за качественную вещь!"
"на первый взгляд выглядит довольно маленькой, но помещается много чего."
"Очень классная сумочка по приятной цене. Брали на подарок, теперь хочется и себе такую черную"
"Идеальный размер,очень вместительный"
"класс, оч вместительная"
""
"Сначала испугалась, что сумка слишком маленькая. Но в неё без проблем влез органайзер и тетрадный блок, даже осталось место для 2 тетрадей. Форму держит отлично! Рекомендую👍💕"
"Доставка конечно оочень долгая еще и задержали. Ставлю все равно 5 звёзд мне не жалко, это все таки труд человека! Шопер мини, хороший 👍"
"Сумка сама по себе вместительная, как раз для школы, но после первой носки швы на ремне куда-то разъехались. Конечно это критично, т.к. я только за ручки ношу сумку, но все равно как-то обидно. Вообщем норм. Главное что все влезает"
"Сумка хорошая, нигде не порванная и не испачканная. Пришла в хорошем состоянии, но доставка задержалась и пришла на день позже, чем ожидалась."
Шикарная сумма
"Чудесная сумочка! Очень понравилась, приятная на ощупь, пришла вовремя, и вообще бомба! Советую."
"Спасибо! Аккуратная, чистенькая, красивая 👍🏼"
"Сумочка просто вау😍 она вместительная и удобная, пришла не помятая и без всяких ниток и брака🔥 за такую цену просто вау💞"
"Все в каких то маленьких пятках, ржавчина"
"Очень понравился шоппер, не громоздкий, для моих целей подходит. Строчки ровные, нитки не торчат, специфических запахов нет."
"офигенная сумка, вместительная, тетради точно поместятся. на ощупь очень приятная. украсила брелком) 5/5, советую, заказывайте!!"
"Она и идеальная, и вместительная , просто шик"
"очень удобная,вместительная сумочка,выглядит мило и аккуратно,за такую цену,оно того стоит,товаром довольна"
"Прекрасная сумочка, плотная, без проблем остается место для тетрадей. Не заменима в учебе и стильный дизайн. Кааайф"
"Купила дочке, берет  с собой в ВУЗ если мало занятий, лёгкая, удобная, аккуратная. Тетрадь а5 помещается."
"Шоппер маленький,удобный,можно положить все необходимое
Думала будет чуть больше,но и так нравится
Спасибо!)"
"Сумка вместительная, на учебу самое то. Немного торчали нитки, но не критично, обрезала и все гуд 👌🏻
За такую цену просто отлично
В общем и целом, советую"
"отличная сумка,покупала что бы повесить значки,застежка на магните + есть карман,советую!!!"
"Вернула ,не из за качества ,хаказывала две,одну побольше и вот эту,решила оставить большую,но качество у этой лушче )"
По совету коллеги купила эту сумочку на работу контейнеры с едой таскать. Сумка бомба! Идеальна для этой цели.
Хороший сумочка но ручки материал слишком  мягкий не очень удобный мне не понравился качество хорошее только ручки не тот
отличная сумка для студента!  обычные тетради отлично помещаются
"сумочка 10/10, маленькая, но очень вместительная"
"Шопер не плохой . Удобный,вместительный .  Единственное что не понрвилось ,нитки торчат ."
"Сумка хорошая , но для меня маловат а  Спасибо  . Поэтому возврат ."
"Приятно удивленна от сумочки за такую цену, даже  *** понравилась, пришлось дать артикул)"
"Качество отличное, но маленькая. Моя вина, сама не померяла  размер перед покупкой. Отказ"
"Отличная сумка, самое главное iPad уместится! 😍"
Очень удобный если увидели пятнышки небольшие чёрные то не беспокойтесь это я чуть чуть замарала😅
"Хорошая сумка-шоппер, мне очень нравится как она выглядит и очень удобная) спасибо!!!"
"Хороший шопер, не хватает липучки между основным и дополнительным отделением."
"Вместительная, все видно что лежит в сумке , быстро нахожу, ручки крепкие"
"друзья простите лучше фоток нет,но это просто офигенная сумка,вмещает несколько тетрадок А5 и еще много чего по мелочи,берите не пожалеете!"
"Отличная сумка. Для меня маленькая. Качество хорошее, упакована отлично."
"Очень крассная)даже полная,но дно не провисает,что для меня было самым важным🫶🏻🫶🏻"
"Качество хорошее. Именно то, что и хотела, шоппер не большой и не маленький, вместительный. Выглядит неплохо."
"Очень красивая сумка, качества тоже супер 🫢👍"
Сумочка понравилась. Спасибо продавцу за быструю доставка
"Супер,все отлично,сшито очень аккуратно и хороший размер"
"Качество нормальное,ниток немного(можно аккуратно обрезать),есть запах.
Цена-качество👍🏻"
"Отличная, маленькая сумочка. Кошелек, телефон, зеркало и помада))!"
"Нитки торчат , швы не ровные , цена =качество , а так симпатичная"
"Легкая, удобная. Будем надеяться что хватит надолго."
"Очень классная и качество тоже хорошее , советую 🔋"
"Просмотрела размер, надо было больше. А так нормальная, по качеству, минус один - к вельвету липнет мусор, на чёрном особенно видно."
"Хорошенькая , удобная"
"За свои деньги очень даже хорошо🤌🏼
Да, где-то торчат нитки , но это не страшно 😊"
"Очень хорошая сумочка чёрная, до этого брала серую"
"Дочь довольна, всё соответствует описанию 👍"
"Очень странно, длинный ремень оказался вовсе не длинный, не регулируется и даже на плечо не оденется. Если б не это, то выкупила бы, а так отказ."
"Шоппер прикольный, но слишком маленький для меня 😞"
"Сумка по качеству хорошая,но я не ожидала,что она такая маленькая,поэтому сняла звезду.
Оставила,буду на работу носить обед."
Приличный шопер. Заказала второй для дочки)!
"Что хотела, то и получила.Большое спасибо!!!!!!"
"Мне очень нравится шоппер,  я довольна👍❤"
Сумка хорошая мне нравится
"Товар не соответствует фотографиям ,ремешок почему то пудрового розового цвета ,сама сумка белая. Верните деньги за отказ от товара !"
"Хороший шопен, но решила всё же взять побольше и с замком"
"Миленькая  сумочка , большк похожа на большую косметичку"
"Отличная сумка,выбрала на размер поменьше❤️"
"Внутри не ткань как я думала, немного шуршит, но за свою цену хороший товар.˃ᴗ˂"
"Очень понравилась сумочка. Цена по сравнению с сумками других продавцов вообще сказочная. Материал хороший, плотный. Единственный минус то, что ремешок не отстёгивается"
"кнопка начала ломаться, внутри чуть-чуть рвётся, сумка хорошая, достаточно удобная и вместительная"
Ткань приятна цвет пришëл тот класс
"Девушке сумка понравилась, но спустя малое время порвалась лямка. Грустно и невкусно."
Сумка топчик💕🤟
"крутая сумка, но почему цвет ремешка отличается от цвета сумки? и ремешок не вельветовый. хотелось бы что бы все было одинаковое"
Сегодня получила эту сумочку в двух цветах и хочу сказать большое спасибо! Очень довольна! Качество достойное!
Качество отличное жаль что маленькую заказала))
"Внешне всё не плохо, но подкладка это УЖАС. Скрипит как пакеты. Использовать неприятно."
"Сумка хорошая, швы все ровные. Покупкой осталась довольна))"
Все отлично!
"Шикарная вещь, все помещается"
"сумочка хорошая за свою цену, правда в некоторых местах прошито плохо и торчат нитки"
"Маленькая, аккуратная. Мне она мала."
Сумочка маленькая компактная
отличная сумка!Заказывала себе в большом размере)Теперь заказала в маленьком очень довольна
"Хорошая сумочка, на лето самое то"
"Миленькая сумочка!! По размеру небольшая, но и немаленькая. Довольно вместительная"
Сумка очень прикольная
"Хорошая,за свою цену очень даже"
"миленький, вместительный шоппер."
все соответствует как в описании
Отличная за свою цену)
"Хорошая мини сумочка, я довольна)"
"Шуршит, как бумажная. Но за эти деньги пойдет"
Удобная на лето самое то
"В целом сумка неплохая за эти деньги, но меня огорчил кривой шов на кармашке, который идёт под откос"
*** материал сама сумка на сумку не похожа  *** фууфуфуффу
"Качество хорошее, но размер маловат, отказ в пользу другой модели."
"Нитки не торчат, пришито все ровно. Ремень длинный, хорошо регулируется (через плечо). Вместительный наружный карман. В сумку можно положить тетради и какие то небольшие книги, но не всегда  закрывается. Хожу с ней на учебу, все устраивает"
Сумка кайф вот только жаль что большая ручка не снимается...
"Шопер отличный, вместительный"
"сумка идеальна. давно искала подобную. жаль что внутри нет карманов, а так супер."
"сумка хорошая, но с небольшим браком"
"сумка отличная, только ремень немного Короткова но не критично"
"Милая сумка, маленькая"
"Полагала, что размер побольше, чем на яву, ну найду применение"
"за такую цену качество ожидаемое, где то торчат нитки, тетрадки а5 спокойно поместятся, хожу с ней на учебу довольно вместительна (вода, телефон, 5 помад, ключи, студак, паспорт, 3 зарядки, духи 50мл, 2 тетради 3 ручки крем для рук 120мл, подик, жижа, конверсы)"
"Супер сумка, и в пир и в мир и в школу зашибенно на 3-4 урока без учебников, ну как бы в ней много не унесёшь но нормально 
Берите я советую, но нитки зараза никто не отменял поэтому ну что поделаешь"
"хорошая сумка, вместительная и удобная"
"Маленькая,но хорошенькая"
Хорошая малышка.
Очень классная ❤️‍🔥
Классная сумка 👍
"Удобная, ноская"
"Так себе,но за такую цену норм"
"В некоторых местах торчат нитки и не пришито с одной стороны, но в остальном все хорошо"
"Шуршит, но за эти деньги норм"
Прикольная мини сумочка
"брала для обедов на работу, но можно и как самостоятельную сумку использовать под спорт стиль, немного шуршит подкладка но не критично, цвет насыщенный красивый, хотелось бы немного длиннее ручку, товар рекомендую"
"Очень маленькая, ну прямо для первоклашек"
"Нормальненькая, кармашков маловато"
Грязная пришла и швы кривые
Отличное качество!
"Аккуратная сумочка, мне понравилась)"
"Соответствует описанию, удобная)) но проблема…линяет, так что стирать лучше только с тёмными вещами"
Очень хорошая сумочка. Я в восторге.Ношу документы в ней для работы. Вместительная и внешний вид презентабельный)
"сумочка ваще РАКЕТА БОМБА  ***  мне она очень сильно понравилась и сейчас нравится, пришла та которую я заказывала 🥰"
все отлично💗
Влюблена 😍
Лучшая покупка
Очень хорошая и вместительный сумка🦀
Брала в колледж. Скажу так ИДЕАЛЬНАЯ в нее поместилось пол тетрадей спортивная форма и чего я не ожидала СМЕННАЯ ОБУВЬ !!сумка ну ОЧЕНЬ вместительная и шикарная если берете а4 советую не дорогой и ижеальный вариант на замену обычному тканевому шоперу )
"Классная сумочка,Удобная. только не хватает внутренних кармашек(хотя бы одного на молнии)🙏 планирую заказать ещё в зелёном и черном цвете.
Планшет 10,1 дюйма влазит (может быть кому то это полезно)"
"Шопер хороший, но не долговечный) взяла на отпуск!"
Классный шоппер
"Сумка замечательная!Очень удобная:компактная и вместительная,без каких-либо изъянов.Приобрела для работы.Пользуюсь с большим удовольствием... Буду покупать и в бежевом цвете,на весну-лето.Спасибо Вайлдберриз за возможность покупать здоровские вещи!!!👍🏻"
"Присоединюсь к большенству. Хорошая, красивая сумка. На первый взгляд, качество хорошее, но износостойкость покажет время."
"Сумка классная, единственное не хватает молнии, а так все отлично и качество ткани и пошив 👍"
"Классная сумка, очень вместительная, очень прилично смотрится, заказала две штуки. Рекомендую"
"Сумка хорошая. Когда забирала думала что маленькая, но нет очень вместительная"
"Пришел согласно фотке. Все супер 
Нехватает только кнопки там где маленький кормашек, было б не плохо))"
""
"Симпатичная, стильная сумочка. Считаю качественно. Ношу с удовольствием"
""
"Приятненькая сумочка. Но все равно чувствуется,что дешовенькая... Разошью ее стеклянным бисером и будет КРАСОТА!))) Брала ещё бежевую,но она как- то совсем бедненько выглядит...Хотя деньги- то смешные)))"
"Классная сумка, удобная и красивая замена пластиковым палетикам."
"Сумка отличного качества, материал приятный, нитки не торчат. Есть два отделения (одно маленькое без застежки). Немного пахнет, но ничего страшного. Супер, спасибо❤️"
""
"Крутая сумка просто идеальная и в путешествие подойдёт, большая вместительная"
"Отличная сумка , аккуратная и в то же время компактная , даже папка огромная А4 поместилась без труда."
"Очень удобный!!! 
Прекрасно подходит для того, что бы носить сборники ЕГЭ🥰"
Очень маленький
"Думала будет совсем хлипкой, но выдерживает даже учебники"
Отличная сумка
"Сумочка аккуратная, понравилась, сначала сомневалась из-за стоимости, но все иначе) спасибо"
"Сумку заказывала для дочери ей понравилась, небольшая, но вместительная"
Хороший
Хорошая
"Очень неплохая сумочка, аккуратно сшита. Просто размер для меня все-таки маловат. Заказала размером побольше. Срасибо!"
"Сумка очень хорошего качества, брала на подарок, всё понравилось"
Дочка довольна спасибо большое качество на 💯 балов
"Доставка очень быстрая.Сумочка маленькая, но вместительная.Сняла звезду,за неправилно пришитый замок,неудобно открывать,(ни на себя,как у всех сумок,а от себя тянешь),но дочка очень ждала сумочку,поэтому не стала перезаказывать."
"Эта сумочка выглядит беднее,чем например зелёная))). Но если добавить бисер или вышивку будет очень даже! Спасибо за упаковку и быструю доставку!)))"
Сумка качественная увидела у подруги попросила артикул видела цену обомлела ПОШИВ ШИКАРНЫЙ ээту на подарок подруге себе закажу в другом цвете 😉😁
"Очень классный, качественный, маленький шопер) полный восторг)"
""
"Сумочка очень классная. Заказывала дочери, ей понравилась. Единственный нюанс – закрывается сумочка на магнитную кнопку (молнии нет), если для кого-то это критично, стоит учитывать это при заказе"
"Удобная небольшая сумочка, подойдет как для учёбы, так и для повседневной носки, несмотря на размер очень вместительная"
"Очень качественый и для школы подходит , советую 😍✨"
"Сумка - шоппер, хороший, мне понравился, был хорошо упакован"
Очень довольна и счастлива👍Спасибо дизайнерам)
"Хорошая сумочка, но отказ, очень маленькая"
"Очень маленькая, прям как детская. Думала она будет немного побольше.  А так всё нормально, но теперь думаю куда пристроить эту малышку"
Всё хорошо но только длинный ремешок не совпадает с цветом самой сумки
"Сумочка классная)💝 несколько месяцев искала подобную,и вот нашла^^ из минусов, то что быстро  пачкается, в плане пыли и тд.+была задержка на 2 дня💥,фото лень прикреплять😼"
Отличный шоппер. По размерам то что нужно!
"Сумочка отличная, весь коллектив прикупил."
"На ручках нитки вытаксиваются и надо их убирать зажигалкой 
А так сумка отличная"
"Просто огонь сумка, папки с документами прекрасно вмещаются 👍"
Красота!очень понравилась!Спасибо!!!
"Сумка прошита хорошо👍🏻удобная, вместительная, классная сумка 😍"
"Хорошая сумка, выбрала просто другую модель."
"Отличная! Компактная, вместительная! Обед на работу в ней носить удобно!"
Сумка как сумка. Качество хорошее
"Они прекрасны, я накупила их и разного фасона и цвета.. Рекомендую. Спасибо всем 👍❤️"
"Шоппер легкий, классный , очень удобный и самое главное вместительный"
"Все хорошо, но присутствует очень неприятный запах"
"Качество хорошее,по размеру не подошла."
Хорошая сумка рекомендую к покупке 👍
"Не размер а4, папка а4 туда не вместилась, карманов мало и по ощущениям будто из бумаги сделана"
"Качество хорошее, но размер маловат"
"Очень рада покупке 😍 Удобный, вместительный, хорошо прошит, держит форму 👍"
Топ
"Маленькая, заказала побольше, а так норм"
"Отличная сумка ,качество пошив 👍"
"Сумочка неплохая, но очень короткий ремешок, через плечо не получится носить."
"Шоппер отличного качества. Швы аккуратные, нитки не торчат. Ткань плотная.
Рекомендуем к покупке.
Отказались по причине того, что маленький для моих потребностей. Заказали побольше.
А так все отлично."
Сумка супер. Очень довольна покупкой. Рекомендую.
"Оказалась очень маленькая. Моя невнимательность, надо было размер посмотреть..... Возврат. Качество неплохое."
"Хорошенький, маленький шоппер, рекомендую."
"Пришла сумочка хорошенькая аккуратная  но очень маленькая . Не стала возвращать, очень красивый цвет и хорошее качество исполнения"
"Цена оправна! Удобная для переноски сменки , контейнеров с едой и тд"
""
"Вместительная, легкая. Ремешок длинный другого цвета."
"прекрасный шоппер ,единственный нюанс в том,что у наружного кармана нет замка или заклёпки"
""
"симпатичная, но совсем малютка"
"Сумка отличная, но на кармашек нужно что нибудь что бы закрывался, и подложить что нибудь на дно сумки, ибо сумка теряет форму когда в ней что то тяжёлое, и выглядит не очень. Но в целом качество сумки хорошее, советую брать поменьше или такую же но на молнии. Книжка по ОГЭ поместилась с лёгкостью и ещё место осталось."
"Сумка хорошая, но для меня маленькая."
"Классный шоппер!Все вместилось (зонт,кошелек,ключи,телефон,вода,книги)"
"Сумочка супер👍🙂. Аккуратно смотрится, то что хотела. Рекомендую."
"Хорошая, жалко, что нет внутренних небольших карманов. 
Также торчит очень много ниток. 
Но за такую цену очень даже хорошая сумка"
"сумка супер, но была перекручена молния и она не застегивалась, + беленькая штучка чуть криво пришита 
благодарю, буду ходить с удовольствием!!!"
"Очень маленькая,а так хорошенькая"
"Качество хорошее за такую цену, все понравилась сумка хорошая 👍"
Торчат некоторые нитки но не критично. А так легкая и всестительная. Советую
"Очень хороший, но быстро прилепает шерсть."
"Маленький шопер, внутри непромокающая ткань, на магнитном замке"
Сумка шикарная!)всё вмещается😵‍💫
"Очень удобный шопер, маленький, но довольно вместительный, на пары очень удобно носить"
сумка хорошая
"Маленькая, но вместительная для нужных вещей."
"Отличная сумочка хожу с ней в школу, отлично всё помещяется"
"Сумка классная ,но на фото казалось что она большая ,качество хорошее!рекомендую!"
"пришла целая, швы аккуратные, спасибо продавцу"
Хорошая сумка. Рекомендую к покупке.
"Очень прикольный шопер)маленький, но вместительный, все что нужно влезло)"
"Сумка хорошая, я подарила подруге ей очень понравилось 👍🏻"
"отлично, дочь в восторге."
"Сумка ну очень маленькая, но СИМПАТИЧНАЯ."
"Сумка супер, но молния вшита странно, толку от нее нет"
Только маловата. ...??!!!
"Сумка супер,дочь довольна"
"Сумка неплохая, но для меня маловата. Отказ в пользу другой."
Все помещается и хорошее качество
"Рекомендую к покупке, удобный шопер для документов!"
"Сумочка в полне нормальная, удобная, всё целое, рекомендую"
"Было внутри ужасный запах ,испачкано чем то не понятно что, то ли кровь не понятно ,сильно огорчилась"
""
"От сумки в восторге. Была бы ещё молния,то вообще бы было супер. Но и так хорошо) вместительная,удобная"
"То , что я хотела , маленький шоппер , но поместилось всё , что нужно 🙈"
"Хорщая небольшая сумочка,брала маме,ей понравилась"
"Все отлично! Сумка аккуратная, удобная."
"Очень удобная, простая) мне понравилось. Влезает кошелек, ключи, телефон, дет.игрушка, вкусняшки, вода 0,5. Только не хватает замочка на боковом кармане, и если бы ещё была застежка на длинном ремне, было бы вообще классно. Пристегнула ремень, закинула на плечо, и пошла. Отстегнула, нест в руках"
"Отличная сумочка, маленькая но вместительная! Качество супер! Спасибо!"
"Приехал не тот товар , в пункте выдачи заказов сделали возврат , а с меня сняли 100р за возврат , спасибо"
Хорошая сумка. Для подростков самое то!
"Удобный, милый, вместительный)"
Просто оказалась меньше размером отказ в пользу другой модели.
"Возврат,очень маленький но кому как,а так под телефон и мелочь нормально"
"Хорошенькая сумочка, вместительная"
"Сумка прикольная, всё норм. Но сильно мало место для 5 класса учебники не влезают😢😢"
👍🏻
"Хорошая сумка, сшита на совесть, сестра умудряется с ней даже в школу ходить, довольно вместительная, учитывая, что она выглядит довольно миниатюрно)"
Отличная сумочка. Альтернатива пакету .
"Незнаю , кто пишет , что вместительная , она ооочень малюсенькая) но качество норм !"
Классное качество мне понравилось💗
"Классная сумочка, стильна, форму держит"
"Товар пришел в целости и сохранности, но невнимательно смотрела размер, поэтому отказ. Сумка отличная рекомендую. Спасибо всем"
"Сумка хорошая, всё очень понравилось"
"Сумка хорошая, но нам не подошел размер. 
Заказывал ребенок не обратив внимание на размеры, поэтому возврат"
"шоппер имба, компактный, удобный."
"Вместительный шоппер, приехал без повреждений, ткань приятная. Покупкой довольна😊"
"Хорошенькая, спасибо"
"Очень хорошая, вместительная"
сумка была чють меньше чем я ожидала
"Сумка- шоппер, отличный👍"
"Классная сумка, но мне не подошла по размеру, стандартный мак не поместился, но качество сумки отличное за такую приятную сумму, рекомендую 🫶"
"Классная, компактная,рекомендую!"
Какая лапусечка!!! Хорошенькая сумочка!! Понравилось качество и цена)) Спасибо большое продавцу!
"ручка оторвалась спустя 2 недели, очень много ниток, вид сумки классный"
"Для шопера маловата, но в целом нормальная."
Маленькая удобная сумочка
"Единственный минус папка формата а4 не по размеру, а Так всё хорошо"
Думала маленькая ну внучка положила 3 учебника тетради и пенал
"Сумка хорошего качества, без торчащих ниток"
Очень маленькая
"Сумка хорошего качества, но возврат 
Так как не подошёл по размеру"
"качественная, нитки не торчат, жаль нельзя убрать большой ремешок"
"Классная сумка. Ношу уже пол года, все удобно. Только минус, что из застёжки всего 1 кнопка. Не безопасно! 
Но очень красивая и вместительная сумка"
"Хорошая,но жаль что размер а4 не на молнии"
Отличная сумка для учебы
Они великолепны!!!!! Взяла племянницам на подарок + внутрь кучу всего положу. Довольная )))) спасибо
"Милая небольшая сумочка. Но подкладка шуршит громко, никто в отзывах про неё не писал. Сумка удобная, при получении аккуратно упакована была, без запаха. Мне подошла, спасибо."
Сумка очень хорошенькая и вместительная
Хорошееькая но решила перезакать на побольше
"Прекрасная вещь,очень удобная и вместительная, брала для прогулок,но мне настолько она понравилась, что буду носить и в колледж -^-"
"В характеристиках данной сумки указано, что есть внутренний карман на молнии. В действительности его нет"
"Ребёнку сумка  понравилась, но я  думал более  плотно."
"Была бы молния, было бы вообще супер."
"Классная сумка,дочери очень понравилась"
"Красивая сумка. Маленькая, но вместительная. Очень понравился материал, из которого сделана сумка. Видно, что производители приложили усилия, чтобы сделать качественный товар. Скорее всего, они получили радость от своего труда. Мне нравятся слова из одной мудрой Книги: «…нет для человека ничего лучше, чем получать радость от своего труда…»
Спасибо за ваш труд! Хорошего вам настроения! :)"
🥰
"Хорошая миленькая сумка. Не большая, ну или большая косметичка."
"Лёгкая, удобная, хорошо сшита"
"Ожидали, что будет немного мягче, чем на деле. Всё равно забрали, сумочка хорошенькая. Взяли в подарок."
Сумочка супер. Всё соответствует заявленным характеристикам.
Просто бомба
Отличная сумка.Качество класс!!!!
"Нитки торчат, форму не держат"
"Цвет ремешка сильно отличается от самой сумки, ткань очень тонкая, очень жаль:("
"Брала в подарок, восторге очень понравилась."
Безумно классная сумка!! Очень благодарна
Очень удобная сумочка качество бомбо
Шоппер отличный
"Удобная и стильная подойдёт студенткам в учебное время,"
"Сумка классная,  но маленькая. Брала для школы, пару тетрадей влезет. Буду ходить по субботам и вне школу ."
"Из минусов,застёжки на молниине хватает. 

Да и размер маленький,для ребёнка подойдёт."
"Швы прошиты криво,нитки торчат в разные стороны.Ремешок тонкий,сама очень маленькая,только телефон и кошелек носить.Возврат,не понравилась.Заказала другую,большую для хозяйственных нужд"
"Симпатичная, сшита качественно!"
Купила подруге на ДР вроде понравилось
"Сумка хорошая качественная, но маловата, хотелось бы чуть большую такую же"
Отличная сумка. Сшита ровно и аккуратно. Как раз туда помещается мой ланч бокс и бутылочка воды.
